silence_windows,beacon_12,beacon_15,src2dst_max_piat_ms,wavelet_2,wavelet_11,wavelet_1,wavelet_0,window_delta_2,window_delta_6,window_delta_4,mean_packet_size_delta,main_class,second_class
1,0,0,74859,187.061,3363.643,1617.86,0.0,65535,65535,0,151.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
6,0,0,328,1912.184,0.0,64348.131,0.0,65535,0,65535,626.92308,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
5,0,0,59928,59870.917,8870.303,138576.392,53437.014,0,0,0,244.5,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,623.85567,hancitor,dropper
3,0,0,169,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
3,0,0,9810,0.0,0.0,152.735,34041.0,62794,0,0,342.38889,icedid,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,818,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,65.0,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
5,0,0,59796,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,-54,-22044,30833,10505.831,352.259,14600.776,193.083,65535,0,65535,189.8,valak,infostealer
1,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,182.0,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,227,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
1,0,0,632,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,334.0,emotet,dropper
0,0,0,0,147089.219,0.0,151831.382,0.0,65535,0,0,666.88235,hancitor,dropper
0,0,0,0,187.061,374.123,2600.739,0.0,63155,64240,64240,113.8,hancitor,dropper
2,0,0,396,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,93.531,2999.912,350.725,0.0,65535,65535,0,293.0,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,240.75,valak,infostealer
2,0,0,354,58623.177,73161.32,85116.838,31928.622,64240,0,64240,364.22222,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,121.0,hancitor,dropper
1,0,0,341,121427.154,0.0,832072.348,0.0,0,0,0,214.75,zloader,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,232,948.494,3276.055,1529.374,2823.066,65535,0,0,195.0,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
3,0,0,432,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,462.63636,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
5,0,0,65011,4585.569,2673.727,15206.537,60157.457,8192,64,8192,277.55556,valak,infostealer
2,0,0,464,24120.54,261349.146,143592.174,0.0,64240,64240,64240,337.55556,emotet,dropper
5,-140,-140,59931,80704.004,1539.223,105674.589,3202.226,255,255,255,260.71429,icedid,infostealer
2,0,0,604,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
5,0,0,309,161920.77,6211.134,64626.731,0.0,65535,0,65535,720.16216,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
0,0,0,0,4585.569,2673.727,15206.537,60157.457,8192,64,8192,274.44444,valak,infostealer
3,0,0,175,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,60,60,0,68536.456,957.617,89693.958,2823.489,516,516,516,155.44444,icedid,infostealer
1,0,0,75054,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,7179.215,8981.859,3021.798,59872.159,0,0,0,232.8,qakbot,Obama271
2,0,0,242,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
1,0,0,39521,52537.361,8718.841,81139.389,78244.726,0,0,0,241.75,valak,infostealer
1,-754,-646,109893,608.227,10432.563,1968.046,1877.036,65535,65535,65535,186.8,valak,infostealer
0,0,0,0,76490.47,1539.223,100168.56,3010.901,64,63,63,232.42105,valak,infostealer
3,-2320,-2184,79663,145989.565,12123.202,44028.884,57510.142,65535,0,65535,331.4,qakbot,
0,0,0,0,0.0,0.0,4317.594,0.0,0,0,0,597.25,qakbot,Obama271
2,0,0,450,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
4,0,0,276,33184.361,6235.383,36390.543,0.0,65535,0,65535,510.6087,valak,infostealer
1,0,0,877,1078433.723,44828.939,151477.829,0.0,65535,0,0,312.85714,zloader,dropper
0,0,0,0,59472.973,14662.998,80992.884,11983.939,0,0,0,161.55556,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,52537.361,8718.841,81139.389,78244.726,0,0,0,261.77778,valak,infostealer
3,0,0,194,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,103.4,hancitor,dropper
2,-54,-22044,73769,10505.831,352.259,14600.776,193.083,65535,0,65535,190.2,valak,infostealer
0,0,0,0,103.923,0.0,84.853,1852.0,0,0,0,183.09091,dridex,infostealer
2,0,0,132,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,359,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
4,0,0,394,58623.177,73161.32,85116.838,31928.622,64240,0,64240,1315.48454,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,538,23891.909,0.0,178223.436,0.0,64240,0,64240,362.66667,emotet,dropper
1,-1613,-1352,77503,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,212.7,qakbot,
1,0,0,661,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,117.45455,valak,infostealer
4,0,0,154,0.0,0.0,0.0,80307.0,0,0,0,704.63918,zloader,dropper
2,0,0,606,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
2,0,0,408,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
6,0,0,409,0.0,0.0,135886.124,0.0,0,0,0,745.50515,dridex,infostealer
1,0,0,75007,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
3,0,0,303,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
1,0,0,75064,2613.665,0.0,6344.162,0.0,64240,64037,64240,114.0,hancitor,dropper
1,0,0,456,2540.919,0.0,870868.469,0.0,0,0,0,296.3,zloader,dropper
1,0,0,611,201446.169,0.0,888971.817,0.0,0,0,0,307.8,zloader,dropper
5,0,0,59924,59870.917,8870.303,138576.392,53437.014,0,0,0,244.5,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,183.33333,icedid,infostealer
2,0,0,200,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,75152,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
1,0,0,86,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,-54,-22044,65093,10505.831,352.259,14600.776,193.083,65535,0,65535,188.6,valak,infostealer
1,0,0,2464,187.061,5078.373,3365.828,0.0,65535,65535,0,285.14286,valak,infostealer
2,0,0,151,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,303,33184.361,6235.383,36390.543,0.0,65535,0,65535,367.0,valak,infostealer
2,0,0,2919,93.531,0.0,2853.883,0.0,0,0,65535,327.71429,valak,infostealer
1,0,0,59366,52537.361,8718.841,81139.389,78244.726,0,0,0,241.75,valak,infostealer
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,181.2,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,338,59472.973,14662.998,80992.884,11983.939,0,0,0,149.15789,icedid,infostealer
0,0,0,0,76490.47,1539.223,100168.56,3010.901,64,63,63,263.71429,valak,infostealer
0,-140,-140,0,74096.713,1539.223,97040.521,2902.207,258,258,258,263.61905,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,655,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,351.77778,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
14,0,0,1551,0.0,0.0,173526.833,0.0,0,0,0,1532.86598,emotet,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,48.0,qakbot,Obama271
3,-2320,-2184,79529,145989.565,12123.202,44028.884,57510.142,65535,0,65535,277.09091,qakbot,
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,94.0,qakbot,Obama271
0,0,0,0,1912.184,0.0,64348.131,0.0,65535,0,65535,387.14286,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,59472.973,14662.998,80992.884,11983.939,0,0,0,161.55556,icedid,infostealer
0,-111,-111,0,79175.456,1211.806,103631.046,3232.109,64240,64050,64053,333.91753,icedid,infostealer
0,0,0,0,114.315,228.631,373.352,0.0,0,0,0,2.4,qakbot,Obama271
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,388.57143,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,412,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
5,0,0,639,201446.169,0.0,888971.817,0.0,0,0,0,652.63918,zloader,dropper
0,0,0,0,168192.526,0.0,152289.587,0.0,0,0,0,370.33333,qakbot,Obama271
3,0,0,440,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,378.5,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,74942,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
1,0,0,88,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,710.259,3407.756,1104.566,890.473,0,0,0,215.42857,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,147089.219,0.0,151831.382,0.0,65535,0,0,790.02062,hancitor,dropper
4,0,0,101,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
1,0,0,965,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,373.11111,hancitor,dropper
2,0,0,150,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,0.0,0.0,50015.077,50256.0,0,0,0,674.02062,hancitor,dropper
0,0,0,74484,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,59528,103.923,0.0,390267.789,23884.0,0,40960,40960,152.47059,dridex,infostealer
0,0,0,8017,63312.218,14156.762,108089.687,25425.564,0,0,0,2.4,hancitor,dropper
2,0,0,1785,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,1126,69352.093,96529.173,92753.442,6363.535,0,0,0,2.4,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
5,-140,-140,59955,74648.227,1539.223,97761.21,2927.25,514,513,514,261.85714,icedid,infostealer
3,54,0,75000,5740.016,374.123,152.735,1578.0,255,259,8192,143.4,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,75012,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,93.531,5532.17,2771.859,0.0,0,0,65535,330.0,valak,infostealer
0,-54,614,12993,11490.816,1925.279,15855.074,128.276,65535,0,65535,267.77778,valak,infostealer
3,0,0,432,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,339.6,emotet,dropper
0,0,0,67574,827.428,3253.616,1343.543,2732.592,63347,0,0,115.4,hancitor,dropper
1,0,0,771,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,-1613,-1352,3453,8870.277,4081.452,46737.861,47221.474,65535,65535,65535,8.57143,qakbot,
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,186.33333,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,168544.132,0.0,137003.353,0.0,0,0,0,546.47423,qakbot,Obama271
1,-754,-646,73,608.227,10432.563,1968.046,1877.036,65535,65535,65535,186.8,valak,infostealer
7,-140,-140,59928,74096.713,1539.223,97040.521,2902.207,258,258,258,263.85714,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,425,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,352.9,emotet,dropper
2,0,0,645,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,341.68421,emotet,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
1,0,0,365,7427.034,0.0,847720.621,0.0,0,0,0,250.0,zloader,dropper
0,-111,-111,0,79175.456,1211.806,103631.046,3232.109,64240,64050,64053,266.88889,icedid,infostealer
2,0,0,1599,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
4,-2320,-2184,76054,145989.565,12123.202,44028.884,57510.142,65535,0,65535,207.09091,qakbot,
1,757,757,64989,17322.823,21545.05,30572.814,95262.249,64240,64240,64240,181.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,429.549,0.0,2983.991,0.0,0,0,0,150.57143,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,141.5,hancitor,dropper
2,0,0,78201,2924.971,8062.317,3784.431,1174.01,0,0,0,260.88889,qakbot,
2,0,0,410,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
1,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,128.2,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
10,0,0,284,0.0,0.0,0.0,176000.0,0,0,0,2646.68041,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,398.0,valak,infostealer
3,0,0,437,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,427.56522,emotet,dropper
0,0,0,1,162036.817,12449.981,49696.879,0.0,65535,0,0,194.28571,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,0,0,0,29004.923,0.0,3040.559,0.0,0,0,0,318.57143,qakbot,
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,112.88889,hancitor,dropper
2,0,0,785,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,350.0,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
5,-140,-140,59945,74648.227,1539.223,97761.21,2927.25,514,513,514,233.06667,icedid,infostealer
2,0,0,677,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,895.7732,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
2,0,0,75058,827.428,3253.616,1343.543,2732.592,63347,0,0,115.4,hancitor,dropper
0,0,0,0,710.259,3407.756,1104.566,890.473,0,0,0,216.0,valak,infostealer
0,0,0,0,374.123,0.0,11597.965,0.0,0,0,0,233.65217,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,874,118139.721,10028.574,132654.646,0.0,64240,64240,64240,183.2,hancitor,dropper
2,0,0,149,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,75022,948.494,3276.055,1529.374,2823.066,65535,0,0,295.0,hancitor,dropper
3,-2320,-2184,80042,145989.565,12123.202,44028.884,57510.142,65535,0,65535,360.4,qakbot,
0,0,0,0,103.923,0.0,390267.789,23884.0,0,40960,40960,245.81818,dridex,infostealer
1,-120,596,75000,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
3,-108,635,67383,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,113.0,qakbot,Obama271
47,-111,-111,59970,626.467,1211.806,987.246,334.585,64053,64047,64050,15.75258,icedid,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
2,0,0,665,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
1,0,0,725,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,341.68421,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,161920.77,6211.134,64626.731,0.0,65535,0,65535,192.85714,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,103.923,0.0,84.853,1852.0,0,0,0,139.27273,dridex,infostealer
2,0,0,620,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,980,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,374.88889,hancitor,dropper
0,0,0,0,172888.115,0.0,160931.847,0.0,0,0,0,179.4,hancitor,dropper
1,0,0,650,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,350.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,409,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,618,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
13,0,0,1169,7049.447,0.0,132545.752,0.0,64240,64240,64240,715.09278,icedid,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,96,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,76490.47,1539.223,100168.56,3010.901,64,63,63,263.71429,valak,infostealer
2,0,0,413,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,-54,614,85555,11490.816,1925.279,15855.074,128.276,65535,0,65535,181.2,valak,infostealer
0,-54,-22044,0,10505.831,352.259,14600.776,193.083,65535,0,65535,462.0,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,362,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
3,-2320,-2184,77827,145989.565,12123.202,44028.884,57510.142,65535,0,65535,340.8,qakbot,
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
4,0,0,59924,65278.643,8006.893,87903.782,190.866,0,0,0,244.5,valak,infostealer
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,175.09091,valak,infostealer
1,0,0,75029,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
2,0,0,298,121427.154,0.0,832072.348,0.0,0,0,0,211.0,zloader,dropper
2,0,0,79338,2924.971,8062.317,3784.431,1174.01,0,0,0,240.1,qakbot,
0,0,0,0,161920.77,6211.134,64626.731,0.0,65535,0,65535,385.71429,valak,infostealer
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,334.0,hancitor,dropper
0,0,0,0,168192.526,0.0,152289.587,0.0,0,0,0,509.875,qakbot,Obama271
1,0,0,632,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
3,0,0,429,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,415.21739,emotet,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,2.0,icedid,infostealer
3,0,0,393,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
1,0,0,1023,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,353.55556,hancitor,dropper
1,0,0,75000,187.061,374.123,2600.739,0.0,63155,64240,64240,113.8,hancitor,dropper
0,0,0,0,374.123,0.0,1926.159,0.0,0,0,0,264.76923,qakbot,Obama271
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
13,0,0,254,0.0,0.0,170561.227,0.0,0,0,0,1649.51648,emotet,dropper
0,-54,-22044,30296,10505.831,352.259,14600.776,193.083,65535,0,65535,191.8,valak,infostealer
